experimentID;param0;param1;param2;param3;param4;param5;param6;param7;param8;param9;param10;param11;param12;param13;param14;param15;param16;param17;param18;param19;param20;param21;param22;param23;param24;param25;param26;param27;param28;param29
2021-07-13091330-18;424.2059006663567;193.08122054697685;-104.49699663728558;303.0901780910715;-563.5418464736206;97.76567327413613;149.73259791816372;-459.3653667625857;-325.44342819446325;-522.6869769958713;-236.351471711795;282.3089432040317;-21.044120575744614;-170.17726863510234;121.24723049985118;406.0389708435017;-389.6181628973949;75.08134010252081;196.7154249905294;-21.666180485592577;307.00254694379964;122.02773419091545;267.02790364386726;-330.2438709100682;54.03869716774386;130.1927185083124;-246.96647337062484;-563.5069285573136;262.97298123001144;-60.45855968393744
2021-07-13091330-19;-326.04402747834433;435.15418606193793;301.75851146008597;378.041661141629;227.8326997029926;-166.6016488232067;107.38477573356363;-277.55615441358555;224.29854225214387;-54.67556514397995;25.057077754917145;519.5025627979448;-254.76638258540999;341.32195899526675;96.28060756256525;-301.5836007517029;-159.05931757393017;251.02979858619744;376.1610224276558;-130.07226865403197;-88.87509207951328;-189.53600615212218;212.5110052444602;356.1644016868819;540.449641090481;290.31189572292055;-133.12584943942738;293.7421623388959;9.974268793379565;180.9223463883726
2021-07-13091330-20;-90.562231796449;-386.96922936343697;248.72849808921535;12.829691946640509;125.27783565290451;395.85117487000946;209.01402016253212;391.4693702789932;147.74854401054483;-59.66756516309704;-128.69921666199377;-259.88997393191227;-5.708635370058573;304.28733542197654;405.4719565715807;502.9511946023067;-304.0343620996707;56.54268926915597;413.9506324210804;410.79933047382826;-178.55828502789728;377.40399604160496;-103.14224222199601;87.7013930625535;-323.56487516445327;136.40382922764888;340.1475816643449;-177.88339812876666;36.40132684645516;-271.8949940817285
2021-07-13091330-21;160.0460455419419;433.0276943414267;-393.3007717461885;-296.6352027271747;-266.3310881051708;171.3902340812698;527.8947724664888;152.17554539160665;87.85498071240931;-37.57122178718953;-49.07715583546883;-153.49560135470017;97.97735753932011;115.41779104991451;204.9701502964656;-68.19089425667858;465.5950409318077;166.98262058991315;-350.3555804002492;96.93676149077658;87.6845963264567;-32.46539235322871;156.7467658261436;-515.0715052928426;-498.02035028228283;193.5340550514494;-133.04952509078134;-48.13453603529365;51.116397258749544;234.13951354263736
2021-07-13091330-22;-140.94080940321692;51.95977514575043;-257.2495893739961;85.46184834878386;7.974720562712832;-362.006545411857;-191.57775448378231;350.46649198431123;-24.308315597340993;155.24452209179458;105.17806186172362;-374.7097903487328;66.32951622887424;-60.759588035760885;-515.2813769026133;-548.0406493402409;580.5378746067809;149.00606212256707;-160.18201568350725;-47.194894860263844;-143.3082386342811;-76.51565388732547;474.20306105320446;-203.85039005731355;351.76220431146703;471.7612573717279;-270.98405511128607;-379.05795764368565;-47.21346381269143;-7.14403887594915
2021-07-13091330-23;125.40747949838828;-121.99163245617848;474.67830816600053;7.978612203609259;-168.5104942780128;-332.6559066571164;-417.9328007987432;-445.448383301024;-470.22689184675437;-77.89023113935252;-32.65508446121271;-354.0050296361776;336.76983739422315;-176.75221887912676;-474.2317360232685;-201.28356718645978;-371.5304334847732;-227.81716749841598;227.5520234658511;-399.62019257085944;361.1734601357589;-489.40416537965353;-250.28313496016443;-0.17394902952571556;-77.98043752169951;48.976776960826214;-179.93842939844484;6.18155434827213;12.801091440017444;143.59668192016932
2021-07-13091330-24;-181.2671628871173;-226.91082862280825;185.51209774299718;374.47016410519734;-46.96905067551825;-425.5310985564363;-102.43545779324575;50.19049941910072;413.3982399360591;-461.4873001391979;-67.38103448865343;-309.90700585012894;141.83952639473375;449.6289192275028;-483.5193637512807;348.7623882027581;-148.04775214223156;-91.1036551003726;414.06823601270855;-311.5219263857738;-91.76942267722956;380.2763517514993;271.59410041011677;14.461812870973063;508.7116865423998;-414.2915397557449;-75.18277379462813;-25.978218053379464;-45.42064078385488;-35.53620634270783
2021-07-13091330-25;-184.0003677494193;-152.85219906906605;35.97574107667788;510.68306604065447;242.68472872201198;-360.97179836737024;-536.3918696654179;250.88381611634338;-85.99452548377963;29.64126884877612;178.2897271769882;11.388210265424505;-374.76648400640636;-331.41384527247305;1.5526903263272516;290.9790535480022;-329.4561032008422;-507.62164463280305;-125.04968279895405;-90.79927296498755;-164.16337182294342;-362.0679182180096;205.29858641493968;-153.8223527658758;137.0844957776236;185.98152948322706;92.36773749281474;315.98835870232347;-377.30456929126274;-467.30257029595975
2021-07-13091330-26;194.419580607071;200.77247467720628;-291.52911539340994;185.5327219077476;-175.92932822622862;-39.72105037830761;334.45747271331334;-262.9229467190339;-161.39584871820819;-427.7592561629431;-75.17904483901555;82.11654112743167;-4.952510827482911;368.3858679011273;518.1140715724569;139.0904024164979;460.684673010659;-299.58130139757213;108.20744716655088;-223.65108335695368;214.7775698137183;189.12869820829826;-227.86764275309582;482.6140589984582;219.0613870876532;-393.6280172000015;72.2408179605261;142.52228613381146;-479.02586726736234;-158.47279396088754
2021-07-13091330-27;252.02008879293442;-124.30633383695513;-50.91367299299566;483.6608888518508;202.06509965969974;64.73593603210543;-3.533856286383525;289.3940569647407;-270.5786449163557;-29.719282999075745;-179.82304809453524;30.257696481978428;-125.33251564631763;314.2060608749282;-265.8750548899867;218.63721255412338;106.29813335670747;-255.37929943853862;201.8925556331376;-269.7019158125409;137.620825987133;-434.90265507400045;-64.90027926105995;240.35147758328026;-519.3975898559567;57.76642347275504;124.07695446332468;-88.56214142124657;-45.13181879269257;-542.387773205724
2021-07-13091330-28;-224.45333102667075;-210.8406481877164;-481.61519807172294;-335.9228595766169;-19.519227985271414;335.9372205184012;-88.43674323576079;235.59918053590047;138.73707854370946;57.70539590410931;157.01348711072285;428.9365805580601;312.0738143529554;302.2892061136972;322.6578916612017;238.78224098303372;310.6438850261162;-511.34879738815357;575.1035173953605;-29.736265572398906;-16.676463236408836;87.26508732024774;-235.38321785756125;-207.46383535039547;-50.00069800665017;290.07428646253516;391.60404830798257;-64.47573998183987;260.36949086002096;84.1540130973408
2021-07-13091330-29;-143.31564778777295;239.5063074014023;-120.12924463856172;-82.72138210571586;-195.77480497556155;-440.27129340174554;129.4009164553372;-118.04860197553324;361.9602252052057;1.5272617695810595;-570.4586300561629;222.34935114411525;574.9209202785405;-260.4415617111389;60.56655816090495;-348.3568559853294;-419.97797298470266;-304.85190501261957;-297.7377784681804;230.28335573879232;579.3488850920085;272.59131003850223;68.78281557499292;-493.41154797697027;214.87251130683126;197.16961870113903;-9.560316462332253;118.39282705949597;150.7754810280711;-137.30940769644417
2021-07-13091544-0;582.4003396206276;17.346040380819773;173.19200247949402;393.7085536037032;-438.4044618023807;-584.5019659041116;-127.15464618598975;-23.813610542200877;-249.4903055253107;326.9098644437415;-33.1425384462068;-41.84322858047085;142.13762378953518;383.03905263493243;319.28333032074283;-456.32489796565073;-143.56300524045866;229.82139866308387;187.63363877347376;58.27229665451652;-250.6037220453078;-236.32622037933157;-493.3420145623526;-125.35281440683849;358.5221270979383;-73.90308394827275;50.774659483693654;-304.61877576356926;32.407432545298434;285.2342434592889
2021-07-13091544-1;-51.229064350535054;-493.68760848636066;143.35022641881233;-385.753457813603;188.91463776824105;218.39875095283185;40.44406090676375;56.793764870788436;-172.14992534919048;384.3821312433514;105.87318537200167;-142.25252453000638;-425.4426899344251;43.103883893123;-384.24778553672;60.631734251606986;-356.11297754716554;99.85268166194612;72.96568567373049;-163.96366830425;-252.2828520011397;95.66063008193339;334.2125702371286;536.917173464466;63.874491910149686;-51.12531302401817;432.39921857487684;428.10550955948474;-247.0003429341195;208.4011567206727
2021-07-13091544-2;-12.480497782956945;171.2467102030398;222.9537551689907;-237.7013547842186;-47.275832840034354;-13.407710884423636;17.154061234772144;-264.5856184611975;-295.27982128539486;-53.52917976670403;-57.19882691143812;71.5756850780084;457.90648833437604;-47.71627270864781;326.2686908419488;-223.20214652789775;155.7039881418989;-343.655782462707;453.5620143277624;-316.4158535583175;413.2879869576127;106.93425440979286;259.4553118664114;-143.7291624994994;362.6724014160885;324.95444686899;-160.22378907147453;-334.34167966491884;-331.6661758577621;66.31818448274669
2021-07-13091544-3;-510.2172418938612;40.1276205680233;262.3082220618496;-90.64988020232977;129.14227606327722;566.9864085467761;310.0864043501696;120.1076813381651;176.4288420420097;-181.00951264912248;476.6405956967128;-93.94201299445967;135.2037425073123;351.49140179444316;-217.62508211130927;-27.242761926092612;-4.359050132599691;504.05546560361563;397.12503888482127;-186.9622645024383;-123.36237924737833;-584.8656565590238;-433.7287401977957;-224.08062127042945;393.14608824693096;233.52720945920078;66.55410904745077;78.22603745726201;-100.71195888072646;31.246667187626826
2021-07-13091544-4;-46.18557511107065;128.01203124203323;9.891593964561821;77.05752579672776;406.4905384294136;-203.38510852169912;43.07842094935131;-346.17485578462816;-171.2906181761797;567.17405139415;74.40986087834824;121.7304081379657;473.222507695305;-77.24874255092175;-57.1020930091139;101.15331106436588;99.16929486192714;-63.062495882852545;559.1210107792333;-210.1198291512586;522.9020376029337;92.9692718409076;-38.28409178904087;-489.1021062051301;75.02562353336737;42.56936131835903;171.43006701037234;90.38443170233018;33.54208400664538;476.86937262515244
2021-07-13091544-5;-9.174318747311077;119.26745217785856;-75.0483901474812;26.48679421999293;254.33638501172732;-335.61519998390787;9.981027063488511;179.41660968627286;383.4762164952325;329.7338328818131;-143.96672881600318;49.89675228707813;123.45509462462906;14.163998381678311;111.46914050737894;409.42216871452274;-80.66882178422918;-345.2283676073877;-244.13293753002438;-456.0972278672225;-332.76194402227117;-236.36420584427879;433.2561087421682;445.40110476051655;83.27347716039287;41.93084861818943;-515.9080698035127;-234.9425074073481;-402.21914249526674;-53.70215231848283
2021-07-13091544-6;6.301739788538271;-283.2664717260494;-100.34807603016088;-399.58780910540054;55.40252423318998;377.51986264291327;298.806977879849;3.22640737853078;460.4957103544509;-144.6141482953126;-53.17560101895447;-144.8799038557596;-576.6137325663417;29.855096340933073;1.7764520117368647;-186.44468529874814;-304.3090058839655;471.2047703356286;-12.475168950673378;-579.4295978188122;-114.89705371219878;245.86317289887245;270.7808771055146;-467.06307422491636;164.72429020830623;-61.91314545981993;369.67132436368524;274.8136128250718;-504.1969502806803;-329.50346363297876
2021-07-13091544-7;295.0921218385938;-188.69930714177428;-269.4534430800674;-362.3637270096963;293.63561853174446;-290.7792043998146;-71.87358003360623;-454.17250187628895;298.49560457409603;-581.6549314245909;159.21091088052356;-430.35084656051515;373.0703345626532;14.056075883547464;-77.03367197354623;50.23945548868312;-197.62107013715683;124.95747291025395;118.5470536385817;-424.0738469445632;388.87264066095554;-234.97559875831354;-88.8628199773865;492.7908060247555;281.675706008199;195.47348513077725;-268.9276513197339;277.63333447719117;273.648603418451;-83.65153665617447
2021-07-13091544-8;71.56398453631436;236.95789634593325;495.4329069153589;-139.7813347410002;264.0473688018385;-109.78355893706669;45.52931625365807;-159.9593538004188;-247.49629691273725;106.69959553421972;265.67333547846556;221.43368025036114;492.8910877526471;362.7748519592509;-207.0687863485066;22.810757269323858;84.70898765234858;-184.45936211121628;-400.8507783766671;265.83933159871447;-470.5148087005593;-195.2457799551558;-165.6155781311295;229.3319226065754;562.1669271199003;237.2448662249932;307.8334025714954;17.61885201344876;286.53842380659273;-374.38484413330616
2021-07-13091544-9;-40.13999518156152;-98.10773844030865;-465.7918212996177;183.79522470552558;-65.61467534017243;-459.18903277150525;500.04956643255014;320.25959975413537;-153.06350026732446;208.02437964350077;-355.6767399773623;62.17875363076848;-427.0868928839028;456.79511275496543;-243.40182772518853;86.51138096579461;-328.9018857742638;-586.6572648937752;332.256360369327;-233.7605748216356;-121.39994368802084;-122.33064673001775;-43.509514856420765;-3.793746637990921;22.82366985475619;287.7461180159718;43.792389705200776;-351.6079459208515;-399.5207425741271;-181.81642033450674
2021-07-13091544-10;-433.43179413403993;-230.4910453455172;-532.7539016040566;326.58055006623124;-190.9875755472923;-183.3308580456681;407.15737337111125;269.7493960934414;13.649237795036129;-568.321940758922;-344.02223117057997;-596.2384816281472;-65.53098309316533;-267.4489252165886;-51.264747367936366;-6.204553996264153;-431.5569495141405;-257.6787210429692;41.29346321121318;-190.79083433970237;407.73488177023194;27.560041592597486;-67.46358182832489;104.05858064161623;375.04637916421154;-137.49508881597006;-161.67953939860917;208.97810820415384;-375.23524631587986;-308.14066962003346
2021-07-13091544-11;25.201134663190487;-5.572609769234418;-282.2105205411767;109.51989272146295;-463.3627499273358;-137.03213609283637;-166.5133926995266;2.254149792787757;-374.7087946281579;211.03377355742907;149.9531445040125;-64.0058691530536;118.29165308731069;307.6210071005504;580.3988821201699;-215.00430174253313;133.91811383075697;-170.2109958116182;317.7401334910461;408.11488737629145;-122.19718243025034;405.0919465001348;-312.92818585516244;111.44229606941201;-308.6725433641685;-406.817511941268;-171.77525047516497;-97.45025994962833;320.82382077578404;573.3261302479482
2021-07-13091544-12;100.40048506974398;-137.20124791842693;274.76124737988494;-118.43669441274568;-216.0075982229053;-100.86469083014731;458.64411474874714;-283.0549259094464;395.8188723310484;-20.15666677259597;-458.7855427002331;-138.90929814768236;291.24279574391596;116.0204168886628;196.0251947953676;-244.1528873003092;-426.0329571226095;-518.2776940289702;126.51130345461127;276.06440100591954;-115.7192253847789;47.72932395009764;477.72784044152286;202.08199054384852;324.4446083915891;208.57129573485577;151.8105658555835;-284.6326099132072;-62.47607045752147;-190.95011628166824
2021-07-13091544-13;-28.916703679994043;112.88093184576428;-68.94119749874193;-115.04124250834644;526.5285331671625;-97.1530608676411;258.8551503062224;76.80456280900898;-184.0648833744866;378.0890897129941;203.21258769560745;-37.37140883529105;-130.59813594456602;-153.08258272881807;185.78330043972835;241.9474356562946;-250.59799710632012;-102.58310595075449;-287.84293273873095;-275.5519792519125;-59.62253759450607;-382.69969384556936;-467.57324946835854;-293.92771101468196;248.84652750690282;598.7140078705725;341.62857563307466;149.99482238357746;-342.94179158624945;-102.8491049854187
2021-07-13091544-14;-358.59611400029155;-113.01070775650783;79.90657328552527;270.9352465070657;59.94973019916756;-133.78080730642802;318.22340776113197;112.27242173325033;2.0769075324965343;250.45106864175432;349.23869436854727;177.60427313904574;484.16674979158006;-224.55982839281228;535.0194182023401;-542.5293465239919;259.9478693662884;345.5819882607286;221.03761197064227;-226.24702135898593;-424.7666891339617;-348.2032384952247;103.472127796839;-205.13862208249225;-190.56924489470117;-330.1867838360445;448.3810315284152;-97.88838481825599;71.80851888654172;-140.84728992843975
2021-07-13091544-15;209.90148955016912;-22.876130715445697;159.83577671445335;-350.59382719097556;-172.03726576676667;-130.84036551478374;156.23122734422248;-294.0617629606408;-454.29203817947666;52.043643593291335;-52.07098647145983;426.38641418298835;-273.87946083879;370.46682730436544;434.95161414101244;574.362195550503;-464.79823093155505;-39.21508180024966;-153.43331654079822;186.93478010419324;-4.676180239763198;113.67814061078673;24.606691185243562;-158.50820097111432;395.8748310939011;-249.97330293001585;362.3931050190399;-64.76076426881639;-120.81342395425406;412.73586560437207
2021-07-13091544-16;160.74406566428297;-388.74141307672585;-41.848565048539626;39.45747075430074;-211.35258842530436;-190.83779311968942;301.64102989019204;251.2632793959483;167.50379760945054;78.85406704358877;-148.7981510680442;-239.29674679201116;318.3676836831994;-89.46386195404858;-583.7553465098033;157.5602642088205;89.48238233844214;118.495444807446;279.09495452680267;-383.69419119427755;527.7001656235516;-455.51226233177294;352.0212579687894;-62.450072215024875;-104.95395786963678;-179.9871809308841;-308.75066199236335;-296.5809858271467;192.99795036182502;289.1411014476354
2021-07-13091544-17;-292.95794277263377;-295.1959042219081;221.10484801637904;-87.78054896112539;-524.5303053682227;96.10375055756322;43.270321730553746;44.823509224748136;-66.57770871485049;-187.66029181723462;-158.0080769653598;66.93181303164408;-192.96675179969606;-559.7271272268952;97.26686571252424;-441.96520975431986;-108.09335468537444;95.79627973010088;-533.2818234653217;465.5879799768147;-100.88779988830521;121.36716564311018;365.1207203114817;93.65074816584337;544.112899321826;442.35966400262805;441.22590054333546;212.57253168058776;-217.33459236650413;-97.59684837814137
2021-07-13091544-18;-316.84880608901494;360.63718616397193;-34.54882510112998;-192.28929016278585;577.4482629069387;-485.4586997850869;433.67460837777844;387.8227607418853;-363.59391989168444;150.41981530060696;216.7225300531968;-339.5595298092092;426.48383941965176;-245.59414272306708;375.7305047994039;453.30937606618454;-72.98627049765196;-103.91422452603649;149.21656016593624;91.15770589088231;53.44260050083881;-29.731241815053522;-59.785711408110615;-92.07808568468278;-280.6964157097992;-221.59241533826878;102.98716156805392;-256.34000688049844;-363.9477296720564;-509.37934562011
