experimentID ;Number of Population; Maximum Evaluation; Limit; Function, Dimension, Upper Bound; Lower Bound; isMinimize; Result ; Time 
2021-07-12111927-0 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 565.5112999944159 ; 12.072509765625 
2021-07-12111927-1 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 725.1371079552007 ; 10.581298828125 
2021-07-13091330-0 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 641.9882465176638 ; 34.459716796875 
2021-07-13091330-1 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 540.8042457346488 ; 6.64111328125 
2021-07-13091330-2 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 624.1420172118729 ; 6.54345703125 
2021-07-13091330-3 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 653.6776046907765 ; 6.3125 
2021-07-13091330-4 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 529.7315918154966 ; 7.838623046875 
2021-07-13091330-5 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 640.3220212192326 ; 6.573486328125 
2021-07-13091330-6 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 546.3596490961759 ; 6.40625 
2021-07-13091330-7 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 598.1348287758846 ; 6.65673828125 
2021-07-13091330-8 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 627.8214449149383 ; 6.43505859375 
2021-07-13091330-9 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 638.2940628515498 ; 7.587890625 
2021-07-13091330-10 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 520.85653318744 ; 6.56396484375 
2021-07-13091330-11 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 688.8743122126401 ; 6.369873046875 
2021-07-13091330-12 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 533.1014936572137 ; 6.88037109375 
2021-07-13091330-13 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 556.8323441847036 ; 8.3271484375 
2021-07-13091330-14 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 617.1255365029145 ; 7.090087890625 
2021-07-13091330-15 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 565.1988091639213 ; 6.507080078125 
2021-07-13091330-16 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 543.8211720685811 ; 6.485595703125 
2021-07-13091330-17 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 556.8611000655352 ; 6.656494140625 
2021-07-13091330-18 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 641.3900910184365 ; 7.96923828125 
2021-07-13091330-19 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 570.7710326868832 ; 6.67578125 
2021-07-13091330-20 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 546.7697108912562 ; 6.5576171875 
2021-07-13091330-21 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 501.2443670456073 ; 6.820068359375 
2021-07-13091330-22 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 596.6058985902249 ; 7.939453125 
2021-07-13091330-23 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 607.8669790358106 ; 6.58935546875 
2021-07-13091330-24 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 621.8111856977011 ; 6.672607421875 
2021-07-13091330-25 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 593.6901108221367 ; 6.64599609375 
2021-07-13091330-26 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 568.3676657936155 ; 6.60986328125 
2021-07-13091330-27 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 460.297723846976 ; 7.919921875 
2021-07-13091330-28 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 579.0696028958945 ; 6.64013671875 
2021-07-13091330-29 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 651.2901681232967 ; 6.69384765625 
2021-07-13091544-0 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 632.4229691011141 ; 7.325927734375 
2021-07-13091544-1 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 543.5287924310313 ; 7.950439453125 
2021-07-13091544-2 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 471.61571509400545 ; 7.420166015625 
2021-07-13091544-3 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 638.6643572979538 ; 9.16552734375 
2021-07-13091544-4 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 534.6232018534209 ; 7.248291015625 
2021-07-13091544-5 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 537.3671294650572 ; 6.94970703125 
2021-07-13091544-6 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 683.8549027102293 ; 6.92919921875 
2021-07-13091544-7 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 638.29787647725 ; 8.6025390625 
2021-07-13091544-8 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 587.908060655198 ; 7.528076171875 
2021-07-13091544-9 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 634.7883659782506 ; 6.93017578125 
2021-07-13091544-10 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 689.4696249980008 ; 7.009033203125 
2021-07-13091544-11 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 598.9917189671835 ; 7.488525390625 
2021-07-13091544-12 ;50; 100; 1500; griewank; 30; 600.0; -600.0; True; 543.2919083291918 ; 7.547119140625 
